2022-07-10 11:09:30 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-07-10 11:09:30 0 [Note] InnoDB: Uses event mutexes
2022-07-10 11:09:30 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-07-10 11:09:30 0 [Note] InnoDB: Number of pools: 1
2022-07-10 11:09:30 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1244194 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1244649 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1244649 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1246959 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1246959 is in the future! Current system log sequence number 300306.
